mode,with_seqs,threads,region_length,batch_size,buffer_bytes,n_epochs,instances,bytes,wall_s,instances_per_s,MiB_per_s,peak_rss_MiB,timed_out,git_sha,host,started_at,cpu_brand,cpu_microarch,logical_cpus
,annotated,2,5000,64,,23,11500,1034846820,1.5454950407147408,7440.98149592355,638.5700423808993,55856.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,variants,2,5000,64,268435456,448,224000,32888128,1.5001027854159474,149323.1011752901,20.908275948294108,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,variants,2,5000,64,268435456,311,155500,22830821,1.5019327036570758,103533.26725050397,14.496766437772267,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
,variants,2,5000,64,,75,37500,5505825,1.5035586220910773,24940.830007576824,3.492224257824368,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,haplotypes,4,5000,64,268435456,154,77000,769886040,1.5022908754181117,51255.05403776726,488.73394288797067,57904.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,haplotypes,4,2500,64,268435456,228,114000,569919060,1.5018695091130212,75905.39611349223,361.89373754140905,26512.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,haplotypes,4,25000,64,268435456,40,20000,999858680,1.5087654190137982,13255.87115661291,631.9998663378266,48.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,haplotypes,4,5000,32,268435456,137,68500,684898620,1.5081458759959787,45420.00948997234,433.0948574883253,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,haplotypes,4,5000,256,268435456,277,138500,1384795020,1.5041908752173185,92076.08042429466,877.9759708823382,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,haplotypes,4,5000,64,134217728,168,84000,839875680,1.5042653770651668,55841.210786812524,532.4644688378913,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,haplotypes,4,5000,64,536870912,170,85000,849874200,1.5001159940147772,56662.28500938354,540.2936839218345,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,haplotypes,4,5000,64,268435456,105,52500,524922300,1.500394708942622,34990.79254751471,333.64881429879836,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,haplotypes,4,2500,64,268435456,164,82000,409941780,1.509023914579302,54339.761754445506,259.0753817952937,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,haplotypes,4,25000,64,268435456,31,15500,774890477,1.503579125739634,10308.735825509222,491.48936247646145,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,haplotypes,4,5000,32,268435456,99,49500,494926740,1.5139025395037606,32696.95288061642,311.77629214849554,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,haplotypes,4,5000,256,268435456,183,91500,914864580,1.5078638375271112,60681.87174649637,578.6217768619335,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,haplotypes,4,5000,64,134217728,106,53000,529921560,1.5093489157734439,35114.478465597815,334.82820055756474,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,haplotypes,4,5000,64,536870912,106,53000,529921560,1.5016733777010813,35293.95991632877,336.5396157289615,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
,haplotypes,4,5000,64,,80,40000,399940800,1.5154176250798628,26395.36411482082,251.6885528653319,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
,haplotypes,4,2500,64,,97,48500,242465565,1.510348585434258,32111.792249638318,153.0992144352859,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
,haplotypes,4,25000,64,,31,15500,774890477,1.5437810418661684,10040.283939011933,478.69038801601755,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
,haplotypes,4,5000,32,,48,24000,239964480,1.519629130139947,15793.327150677726,150.59461344012666,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
,haplotypes,4,5000,256,,139,69500,694897140,1.5097094986122102,46035.34657752858,438.9623007415305,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,annotated,4,5000,64,268435456,37,18500,1664753580,1.5232538774143904,12145.053608136792,1042.2640348608502,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,annotated,4,2500,64,268435456,68,34000,1529782740,1.514295084751211,22452.69125045465,963.4281478627861,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,annotated,4,25000,64,268435456,8,4000,1799745624,1.6371789161348715,2443.2271638602497,1048.3711711395777,832.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,annotated,4,5000,32,268435456,31,15500,1394793540,1.5424079978838563,10049.221750189054,862.403966792395,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,annotated,4,5000,256,268435456,76,38000,3419493840,1.5130992882186547,25114.016175856334,2155.234276897056,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,annotated,4,5000,64,134217728,37,18500,1664753580,1.542601415887475,11992.728523042846,1029.1918029116907,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,annotated,4,5000,64,536870912,34,17000,1529773560,1.5004592512268573,11329.864497219683,972.306147532147,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,annotated,4,5000,64,268435456,29,14500,1304806860,1.5159686269471422,9564.841740293861,820.835450109927,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,annotated,4,2500,64,268435456,49,24500,1102343445,1.5233850829536095,16082.604637626007,690.092507218872,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,annotated,4,25000,64,268435456,7,3500,1574777421,1.5953489589737728,2193.877383573445,941.3769771287149,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,annotated,4,5000,32,268435456,28,14000,1259813520,1.5339408753206953,9126.81852686993,783.2451803164633,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,annotated,4,5000,256,268435456,52,26000,2339653680,1.5011993754887953,17319.484956176668,1486.3233094370687,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,annotated,4,5000,64,134217728,28,14000,1259813520,1.5082940408028662,9282.0097549068,796.5633788792388,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,annotated,4,5000,64,536870912,30,15000,1349800200,1.5423889611847699,9725.173336612776,834.5947847235738,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
,annotated,4,5000,64,,23,11500,1034846820,1.5293440811801702,7519.5635446051065,645.3137954979376,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
,annotated,4,2500,64,,32,16000,719897760,1.520484747365117,10522.959883502132,451.53231911081343,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
,annotated,4,25000,64,,8,4000,1799745624,1.6892773761646822,2367.8763810130213,1016.0386931660513,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
,annotated,4,5000,32,,17,8500,764886780,1.5903225399088115,5344.827723115455,458.68234822761445,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
,annotated,4,5000,256,,38,19000,1709746920,1.5064660413190722,12612.298902777435,1082.3620847974626,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,variants,4,5000,64,268435456,441,220500,32374251,1.502150341286324,146789.56822070223,20.553529725360818,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,variants,4,2500,64,268435456,451,225500,18067962,1.5029302916955203,150040.22558198875,11.464903864413515,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,variants,4,25000,64,268435456,384,192000,123066624,1.5024431373458356,127791.85795955021,78.1164195824135,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,variants,4,5000,32,268435456,384,192000,28189824,1.5007845261134207,127933.08876739428,17.913238486296045,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,variants,4,5000,256,268435456,548,274000,40229228,1.5003296302165836,182626.5338507286,25.57143492987792,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,variants,4,5000,64,134217728,444,222000,32594484,1.5000952932750806,147990.5983274695,20.721698405872083,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
buffered,variants,4,5000,64,536870912,413,206500,30318743,1.5001146174035966,137656.1481398074,19.27466486185341,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,variants,4,5000,64,268435456,308,154000,22610588,1.5022449309471995,102513.24323184736,14.353942296778005,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,variants,4,2500,64,268435456,312,156000,12499344,1.5030083681922406,103791.83729205093,7.930962725818909,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,variants,4,25000,64,268435456,303,151500,97107258,1.5008674134733155,100941.62791461898,61.70345032471576,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,variants,4,5000,32,268435456,266,133000,19527326,1.502825159812346,88499.98227112951,12.391800305377748,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,variants,4,5000,256,268435456,343,171500,25179973,1.5033447550376877,114078.95589172466,15.973377668318557,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,variants,4,5000,64,134217728,312,156000,22904232,1.5005662388866767,103960.75558499966,14.556623512745684,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
double_buffered,variants,4,5000,64,536870912,306,153000,22463766,1.5002816639607772,101980.8504464932,14.279396461730029,0.0,False,596edea,Davids-MacBook-Pro.local,2026-05-29T14:13:58,Apple M4 Pro,Apple M4 Pro (arm64),14
